data,region_code,denominazione_region,hospitalized_with_symptoms,intensive_care,total_hospitalized,home_insulation,new_positives,resigned_healed
2020-02-26T18:00:00,18,Calabria,0,0,0,0,0,0
2020-02-26T18:00:00,15,Campania,0,0,0,0,0,0
2020-02-26T18:00:00,8,Emilia-Romagna,20,3,23,23,21,0
2020-02-26T18:00:00,6,Friuli Venezia Giulia,0,0,0,0,0,0
2020-02-26T18:00:00,12,Lazio,0,0,0,0,0,3
2020-02-26T18:00:00,7,Liguria,6,0,6,5,10,0
2020-02-26T18:00:00,3,Lombardia,79,25,104,145,18,0
2020-02-26T18:00:00,11,Marche,1,0,1,0,1,0
2020-02-26T18:00:00,14,Molise,0,0,0,0,0,0
2020-02-26T18:00:00,21,P.A. Bolzano,1,0,1,0,0,0
2020-02-26T18:00:00,22,P.A. Trento,0,0,0,0,0,0
2020-02-26T18:00:00,1,Piemonte,2,0,2,1,0,0
2020-02-26T18:00:00,16,Puglia,0,0,0,0,0,0
2020-02-26T18:00:00,20,Sardegna,0,0,0,0,0,0
2020-02-26T18:00:00,19,Sicilia,1,0,1,2,0,0
2020-02-26T18:00:00,9,Toscana,2,0,2,0,0,0
2020-02-26T18:00:00,10,Umbria,0,0,0,0,0,0
2020-02-26T18:00:00,2,Valle d'Aosta,0,0,0,0,0,0
2020-02-26T18:00:00,5,Veneto,16,8,24,45,28,0
2020-02-27T18:00:00,13,Abruzzo,1,0,1,0,1,0
2020-02-27T18:00:00,17,Basilicata,0,0,0,0,0,0
2020-02-27T18:00:00,18,Calabria,0,0,0,0,0,0
2020-02-27T18:00:00,15,Campania,2,0,2,1,3,0
2020-02-27T18:00:00,8,Emilia-Romagna,36,6,42,54,50,0
2020-02-27T18:00:00,6,Friuli Venezia Giulia,0,0,0,0,0,0
2020-02-27T18:00:00,12,Lazio,0,0,0,0,0,3
2020-02-27T18:00:00,7,Liguria,9,0,9,10,8,0
2020-02-27T18:00:00,3,Lombardia,172,41,213,136,145,40
2020-02-27T18:00:00,11,Marche,2,1,3,0,2,0
2020-02-27T18:00:00,14,Molise,0,0,0,0,0,0
2020-02-27T18:00:00,21,P.A. Bolzano,1,0,1,0,0,0
2020-02-27T18:00:00,22,P.A. Trento,0,0,0,0,0,0
2020-02-27T18:00:00,1,Piemonte,2,0,2,0,-1,0
2020-02-27T18:00:00,16,Puglia,1,0,1,0,1,0
2020-02-27T18:00:00,20,Sardegna,0,0,0,0,0,0
2020-02-27T18:00:00,19,Sicilia,1,0,1,1,1,2
2020-02-27T18:00:00,9,Toscana,2,0,2,0,0,0
2020-02-27T18:00:00,10,Umbria,0,0,0,0,0,0
2020-02-27T18:00:00,2,Valle d'Aosta,0,0,0,0,0,0
2020-02-27T18:00:00,5,Veneto,19,8,27,82,40,0
2020-02-28T18:00:00,13,Abruzzo,1,0,1,0,0,0
2020-02-28T18:00:00,17,Basilicata,0,0,0,0,0,0
2020-02-28T18:00:00,18,Calabria,0,0,0,1,1,0
2020-02-28T18:00:00,15,Campania,2,0,2,2,1,0
2020-02-28T18:00:00,8,Emilia-Romagna,56,6,62,81,48,0
2020-02-28T18:00:00,6,Friuli Venezia Giulia,0,0,0,0,0,0
2020-02-28T18:00:00,12,Lazio,0,0,0,0,0,3
2020-02-28T18:00:00,7,Liguria,9,0,9,10,0,0
2020-02-28T18:00:00,3,Lombardia,235,47,282,192,128,40
2020-02-28T18:00:00,11,Marche,3,2,5,1,3,0
2020-02-28T18:00:00,14,Molise,0,0,0,0,0,0
2020-02-28T18:00:00,21,P.A. Bolzano,1,0,1,0,0,0
2020-02-28T18:00:00,22,P.A. Trento,0,0,0,0,0,0
2020-02-28T18:00:00,1,Piemonte,7,0,7,4,9,0
2020-02-28T18:00:00,16,Puglia,1,0,1,2,2,0
2020-02-28T18:00:00,20,Sardegna,0,0,0,0,0,0
2020-02-28T18:00:00,19,Sicilia,1,0,1,1,0,2
2020-02-28T18:00:00,9,Toscana,5,0,5,2,6,1
2020-02-28T18:00:00,10,Umbria,0,0,0,0,0,0
2020-02-28T18:00:00,2,Valle d'Aosta,0,0,0,0,0,0
2020-02-28T18:00:00,5,Veneto,24,9,33,116,40,0
2020-02-29T17:00:00,13,Abruzzo,2,0,2,0,1,0
2020-02-29T17:00:00,17,Basilicata,0,0,0,0,0,0
2020-02-29T17:00:00,18,Calabria,0,0,0,1,0,0
2020-02-29T17:00:00,15,Campania,3,0,3,10,9,0
2020-02-29T17:00:00,8,Emilia-Romagna,86,11,97,116,72,0
2020-02-29T17:00:00,6,Friuli Venezia Giulia,0,0,0,0,0,0
2020-02-29T17:00:00,12,Lazio,3,0,3,0,3,3
2020-02-29T17:00:00,7,Liguria,4,1,5,33,23,4
2020-02-29T17:00:00,3,Lombardia,256,80,336,216,84,40
2020-02-29T17:00:00,11,Marche,6,2,8,3,5,0
2020-02-29T17:00:00,14,Molise,0,0,0,0,0,0
2020-02-29T17:00:00,21,P.A. Bolzano,1,0,1,0,0,0
2020-02-29T17:00:00,22,P.A. Trento,0,0,0,0,0,0
2020-02-29T17:00:00,1,Piemonte,7,0,7,4,0,0
2020-02-29T17:00:00,16,Puglia,1,0,1,2,0,0
2020-02-29T17:00:00,20,Sardegna,0,0,0,0,0,0
2020-02-29T17:00:00,19,Sicilia,1,0,1,1,0,2
2020-02-29T17:00:00,9,Toscana,7,0,7,3,3,1
2020-02-29T17:00:00,10,Umbria,0,0,0,0,0,0
2020-02-29T17:00:00,2,Valle d'Aosta,0,0,0,0,0,0
2020-02-29T17:00:00,5,Veneto,24,11,35,154,40,0
2020-03-01T17:00:00,13,Abruzzo,3,0,3,2,3,0
2020-03-01T17:00:00,17,Basilicata,0,0,0,0,0,0
2020-03-01T17:00:00,18,Calabria,0,0,0,1,0,0
2020-03-01T17:00:00,15,Campania,4,0,4,13,4,0
2020-03-01T17:00:00,8,Emilia-Romagna,127,13,140,137,68,0
2020-03-01T17:00:00,6,Friuli Venezia Giulia,0,0,0,6,6,0
2020-03-01T17:00:00,12,Lazio,3,0,3,0,0,3
2020-03-01T17:00:00,7,Liguria,12,1,13,8,-17,4
2020-03-01T17:00:00,3,Lombardia,406,106,512,375,369,73
2020-03-01T17:00:00,11,Marche,12,5,17,8,14,0
2020-03-01T17:00:00,14,Molise,0,0,0,0,0,0
2020-03-01T17:00:00,21,P.A. Bolzano,1,0,1,0,0,0
2020-03-01T17:00:00,22,P.A. Trento,0,0,0,0,0,0
2020-03-01T17:00:00,1,Piemonte,11,2,13,36,38,0
2020-03-01T17:00:00,16,Puglia,1,0,1,2,0,0
2020-03-01T17:00:00,20,Sardegna,0,0,0,0,0,0
2020-03-01T17:00:00,19,Sicilia,1,0,1,6,5,2
2020-03-01T17:00:00,9,Toscana,7,0,7,5,2,1
2020-03-01T17:00:00,10,Umbria,0,0,0,2,2,0
2020-03-01T17:00:00,2,Valle d'Aosta,0,0,0,0,0,0
2020-03-01T17:00:00,5,Veneto,51,13,64,197,72,0
2020-03-02T18:00:00,13,Abruzzo,3,0,3,2,0,0
2020-03-02T18:00:00,17,Basilicata,0,0,0,0,0,0
2020-03-02T18:00:00,18,Calabria,0,0,0,1,0,0
2020-03-02T18:00:00,15,Campania,4,0,4,13,0,0
2020-03-02T18:00:00,8,Emilia-Romagna,148,16,164,160,50,0
2020-03-02T18:00:00,6,Friuli Venezia Giulia,0,0,0,9,3,0
2020-03-02T18:00:00,12,Lazio,3,0,3,1,1,3
2020-03-02T18:00:00,7,Liguria,12,1,13,5,-3,4
2020-03-02T18:00:00,3,Lombardia,478,127,605,472,270,139
2020-03-02T18:00:00,11,Marche,17,6,23,11,10,0
2020-03-02T18:00:00,14,Molise,0,0,0,0,0,0
2020-03-02T18:00:00,21,P.A. Bolzano,1,0,1,0,0,0
2020-03-02T18:00:00,22,P.A. Trento,0,0,0,0,0,0
2020-03-02T18:00:00,1,Piemonte,12,2,14,37,2,0
2020-03-02T18:00:00,16,Puglia,2,0,2,2,1,0
2020-03-02T18:00:00,20,Sardegna,0,0,0,0,0,0
2020-03-02T18:00:00,19,Sicilia,2,0,2,3,-2,2
2020-03-02T18:00:00,9,Toscana,7,0,7,5,0,1
2020-03-02T18:00:00,10,Umbria,0,0,0,2,0,0
2020-03-02T18:00:00,2,Valle d'Aosta,0,0,0,0,0,0
2020-03-02T18:00:00,5,Veneto,53,14,67,204,10,0
2020-03-03T18:00:00,13,Abruzzo,5,0,5,1,1,0
2020-03-03T18:00:00,17,Basilicata,0,0,0,1,1,0
2020-03-03T18:00:00,18,Calabria,0,0,0,1,0,0
2020-03-03T18:00:00,15,Campania,11,0,11,19,13,0
2020-03-03T18:00:00,8,Emilia-Romagna,187,24,211,187,85,4
2020-03-03T18:00:00,6,Friuli Venezia Giulia,1,0,1,12,4,0
2020-03-03T18:00:00,12,Lazio,10,0,10,1,7,3
2020-03-03T18:00:00,7,Liguria,12,2,14,5,2,4
2020-03-03T18:00:00,3,Lombardia,698,167,865,461,266,139
2020-03-03T18:00:00,11,Marche,27,13,40,19,26,0
2020-03-03T18:00:00,14,Molise,3,0,3,0,3,0
2020-03-03T18:00:00,21,P.A. Bolzano,1,0,1,0,0,0
2020-03-03T18:00:00,22,P.A. Trento,1,0,1,3,4,0
2020-03-03T18:00:00,1,Piemonte,13,3,16,40,5,0
2020-03-03T18:00:00,16,Puglia,2,0,2,4,2,0
2020-03-03T18:00:00,20,Sardegna,1,0,1,0,1,0
2020-03-03T18:00:00,19,Sicilia,2,0,2,3,0,2
2020-03-03T18:00:00,9,Toscana,10,0,10,8,6,1
2020-03-03T18:00:00,10,Umbria,1,1,2,6,6,0
2020-03-03T18:00:00,2,Valle d'Aosta,0,0,0,0,0,0
2020-03-03T18:00:00,5,Veneto,49,19,68,229,34,7
2020-03-04T17:00:00,13,Abruzzo,7,0,7,0,1,0
2020-03-04T17:00:00,17,Basilicata,0,0,0,1,0,0
2020-03-04T17:00:00,18,Calabria,0,0,0,1,0,0
2020-03-04T17:00:00,15,Campania,11,0,11,20,1,0
2020-03-04T17:00:00,8,Emilia-Romagna,256,26,282,234,124,6
2020-03-04T17:00:00,6,Friuli Venezia Giulia,3,0,3,15,5,0
2020-03-04T17:00:00,12,Lazio,15,3,18,9,16,3
2020-03-04T17:00:00,7,Liguria,10,3,13,8,2,4
2020-03-04T17:00:00,3,Lombardia,877,209,1086,411,300,250
2020-03-04T17:00:00,11,Marche,34,15,49,31,23,0
2020-03-04T17:00:00,14,Molise,3,0,3,0,0,0
2020-03-04T17:00:00,21,P.A. Bolzano,1,0,1,0,0,0
2020-03-04T17:00:00,22,P.A. Trento,1,0,1,4,1,0
2020-03-04T17:00:00,1,Piemonte,26,13,39,43,26,0
2020-03-04T17:00:00,16,Puglia,4,0,4,3,3,1
2020-03-04T17:00:00,20,Sardegna,1,0,1,1,1,0
2020-03-04T17:00:00,19,Sicilia,5,0,5,11,11,2
2020-03-04T17:00:00,9,Toscana,15,2,17,20,19,1
2020-03-04T17:00:00,10,Umbria,1,1,2,7,1,0
2020-03-04T17:00:00,2,Valle d'Aosta,0,0,0,0,0,0
2020-03-04T17:00:00,5,Veneto,76,23,99,246,53,9
2020-03-05T17:00:00,13,Abruzzo,8,0,8,0,1,0
2020-03-05T17:00:00,17,Basilicata,0,0,0,1,0,0
2020-03-05T17:00:00,18,Calabria,1,0,1,1,1,0
2020-03-05T17:00:00,15,Campania,12,0,12,33,14,0
2020-03-05T17:00:00,8,Emilia-Romagna,327,32,359,299,154,10
2020-03-05T17:00:00,6,Friuli Venezia Giulia,4,0,4,17,3,0
2020-03-05T17:00:00,12,Lazio,20,7,27,14,14,3
2020-03-05T17:00:00,7,Liguria,11,3,14,7,2,4
2020-03-05T17:00:00,3,Lombardia,1169,244,1413,364,431,376
2020-03-05T17:00:00,11,Marche,57,19,76,44,40,0
2020-03-05T17:00:00,14,Molise,4,0,4,3,4,0
2020-03-05T17:00:00,21,P.A. Bolzano,1,0,1,0,0,0
2020-03-05T17:00:00,22,P.A. Trento,2,0,2,5,2,0
2020-03-05T17:00:00,1,Piemonte,43,17,60,46,26,0
2020-03-05T17:00:00,16,Puglia,5,1,6,6,5,1
2020-03-05T17:00:00,20,Sardegna,2,0,2,0,0,0
2020-03-05T17:00:00,19,Sicilia,5,0,5,11,0,2
2020-03-05T17:00:00,9,Toscana,26,3,29,31,23,1
2020-03-05T17:00:00,10,Umbria,1,1,2,7,0,0
2020-03-05T17:00:00,2,Valle d'Aosta,0,0,0,2,2,0
2020-03-05T17:00:00,5,Veneto,92,24,116,264,47,17
2020-03-06T17:00:00,13,Abruzzo,9,0,9,0,1,0
2020-03-06T17:00:00,17,Basilicata,1,0,1,2,2,0
2020-03-06T17:00:00,18,Calabria,2,0,2,2,2,0
2020-03-06T17:00:00,15,Campania,12,0,12,45,12,0
2020-03-06T17:00:00,8,Emilia-Romagna,397,53,450,366,172,17
2020-03-06T17:00:00,6,Friuli Venezia Giulia,4,0,4,24,10,3
2020-03-06T17:00:00,12,Lazio,26,8,34,16,10,3
2020-03-06T17:00:00,7,Liguria,12,5,17,7,4,5
2020-03-06T17:00:00,3,Lombardia,1622,309,1931,77,361,469
2020-03-06T17:00:00,11,Marche,73,20,93,62,35,0
2020-03-06T17:00:00,14,Molise,3,2,5,7,5,0
2020-03-06T17:00:00,21,P.A. Bolzano,4,0,4,0,3,0
2020-03-06T17:00:00,22,P.A. Trento,4,0,4,6,3,0
2020-03-06T17:00:00,1,Piemonte,57,30,87,52,35,0
2020-03-06T17:00:00,16,Puglia,5,1,6,9,3,1
2020-03-06T17:00:00,20,Sardegna,2,0,2,3,3,0
2020-03-06T17:00:00,19,Sicilia,7,0,7,15,6,2
2020-03-06T17:00:00,9,Toscana,35,5,40,38,18,1
2020-03-06T17:00:00,10,Umbria,2,2,4,12,7,0
2020-03-06T17:00:00,2,Valle d'Aosta,0,0,0,7,5,0
2020-03-06T17:00:00,5,Veneto,117,27,144,310,81,22
2020-03-07T18:00:00,13,Abruzzo,11,0,11,0,2,0
2020-03-07T18:00:00,17,Basilicata,1,0,1,2,0,0
2020-03-07T18:00:00,18,Calabria,2,0,2,2,0,0
2020-03-07T18:00:00,15,Campania,16,0,16,45,4,0
2020-03-07T18:00:00,8,Emilia-Romagna,464,64,528,409,140,25
2020-03-07T18:00:00,6,Friuli Venezia Giulia,7,1,8,31,11,3
2020-03-07T18:00:00,12,Lazio,43,8,51,21,22,3
2020-03-07T18:00:00,7,Liguria,26,6,32,10,19,5
2020-03-07T18:00:00,3,Lombardia,1661,359,2020,722,808,524
2020-03-07T18:00:00,11,Marche,94,36,130,71,48,0
2020-03-07T18:00:00,14,Molise,3,2,5,9,2,0
2020-03-07T18:00:00,21,P.A. Bolzano,8,0,8,1,5,0
2020-03-07T18:00:00,22,P.A. Trento,6,1,7,7,4,0
2020-03-07T18:00:00,1,Piemonte,110,38,148,54,64,0
2020-03-07T18:00:00,16,Puglia,9,2,11,12,9,1
2020-03-07T18:00:00,20,Sardegna,2,0,2,3,0,0
2020-03-07T18:00:00,19,Sicilia,8,0,8,25,11,2
2020-03-07T18:00:00,9,Toscana,54,7,61,51,34,1
2020-03-07T18:00:00,10,Umbria,2,2,4,20,8,0
2020-03-07T18:00:00,2,Valle d'Aosta,1,0,1,7,1,0
2020-03-07T18:00:00,5,Veneto,123,41,164,341,55,25
2020-03-08T18:00:00,13,Abruzzo,14,0,14,3,6,0
2020-03-08T18:00:00,17,Basilicata,2,0,2,2,1,0
2020-03-08T18:00:00,18,Calabria,5,0,5,4,5,0
2020-03-08T18:00:00,15,Campania,30,7,37,63,40,1
2020-03-08T18:00:00,8,Emilia-Romagna,542,75,617,480,170,27
2020-03-08T18:00:00,6,Friuli Venezia Giulia,7,1,8,45,15,3
2020-03-08T18:00:00,12,Lazio,47,8,55,26,11,3
2020-03-08T18:00:00,7,Liguria,39,11,50,17,27,5
2020-03-08T18:00:00,3,Lombardia,2217,399,2616,756,769,550
2020-03-08T18:00:00,11,Marche,110,41,151,114,65,0
2020-03-08T18:00:00,14,Molise,4,2,6,8,0,0
2020-03-08T18:00:00,21,P.A. Bolzano,8,0,8,1,0,0
2020-03-08T18:00:00,22,P.A. Trento,7,2,9,14,9,0
2020-03-08T18:00:00,1,Piemonte,245,45,290,65,153,0
2020-03-08T18:00:00,16,Puglia,17,3,20,16,14,1
2020-03-08T18:00:00,20,Sardegna,5,0,5,6,6,0
2020-03-08T18:00:00,19,Sicilia,18,0,18,33,18,2
2020-03-08T18:00:00,9,Toscana,91,7,98,67,53,1
2020-03-08T18:00:00,10,Umbria,2,2,4,22,2,0
2020-03-08T18:00:00,2,Valle d'Aosta,1,0,1,8,1,0
2020-03-08T18:00:00,5,Veneto,146,47,193,430,127,29
2020-03-09T18:00:00,13,Abruzzo,25,0,25,5,13,0
2020-03-09T18:00:00,17,Basilicata,2,0,2,3,1,0
2020-03-09T18:00:00,18,Calabria,8,0,8,1,2,2
2020-03-09T18:00:00,15,Campania,42,8,50,69,19,1
2020-03-09T18:00:00,8,Emilia-Romagna,576,90,666,620,206,30
2020-03-09T18:00:00,6,Friuli Venezia Giulia,18,1,19,70,36,3
2020-03-09T18:00:00,12,Lazio,55,8,63,31,15,3
2020-03-09T18:00:00,7,Liguria,60,17,77,20,31,5
2020-03-09T18:00:00,3,Lombardia,2802,440,3242,1248,1280,646
2020-03-09T18:00:00,11,Marche,136,47,183,130,51,0
2020-03-09T18:00:00,14,Molise,4,2,6,8,0,0
2020-03-09T18:00:00,21,P.A. Bolzano,8,0,8,1,0,0
2020-03-09T18:00:00,22,P.A. Trento,10,2,12,21,10,0
2020-03-09T18:00:00,1,Piemonte,222,50,272,65,-10,0
2020-03-09T18:00:00,16,Puglia,20,6,26,20,10,1
2020-03-09T18:00:00,20,Sardegna,8,0,8,11,8,0
2020-03-09T18:00:00,19,Sicilia,19,0,19,33,1,2
2020-03-09T18:00:00,9,Toscana,107,9,116,90,42,1
2020-03-09T18:00:00,10,Umbria,4,2,6,22,2,0
2020-03-09T18:00:00,2,Valle d'Aosta,4,0,4,11,6,0
2020-03-09T18:00:00,5,Veneto,186,51,237,457,74,30
2020-03-10T18:00:00,13,Abruzzo,17,9,26,11,8,0
2020-03-10T18:00:00,17,Basilicata,2,0,2,5,2,0
2020-03-10T18:00:00,18,Calabria,8,2,10,1,2,2
2020-03-10T18:00:00,15,Campania,33,8,41,85,7,1
2020-03-10T18:00:00,8,Emilia-Romagna,669,98,767,650,147,31
2020-03-10T18:00:00,6,Friuli Venezia Giulia,27,6,33,77,23,3
2020-03-10T18:00:00,12,Lazio,50,15,65,34,14,11
2020-03-10T18:00:00,7,Liguria,57,29,86,42,32,5
2020-03-10T18:00:00,3,Lombardia,3319,466,3785,642,322,896
2020-03-10T18:00:00,11,Marche,152,54,206,175,71,0
2020-03-10T18:00:00,14,Molise,3,3,6,9,1,0
2020-03-10T18:00:00,21,P.A. Bolzano,17,1,18,20,29,0
2020-03-10T18:00:00,22,P.A. Trento,19,3,22,28,19,2
2020-03-10T18:00:00,1,Piemonte,306,66,372,64,103,0
2020-03-10T18:00:00,16,Puglia,28,6,34,21,9,1
2020-03-10T18:00:00,20,Sardegna,9,0,9,11,1,0
2020-03-10T18:00:00,19,Sicilia,17,2,19,41,8,2
2020-03-10T18:00:00,9,Toscana,91,40,131,129,56,3
2020-03-10T18:00:00,10,Umbria,8,2,10,27,9,0
2020-03-10T18:00:00,2,Valle d'Aosta,2,0,2,15,2,0
2020-03-10T18:00:00,5,Veneto,204,67,271,512,112,47
2020-03-11T17:00:00,13,Abruzzo,17,9,26,11,0,0
2020-03-11T17:00:00,17,Basilicata,1,1,2,6,1,0
2020-03-11T17:00:00,18,Calabria,10,2,12,5,6,2
2020-03-11T17:00:00,15,Campania,56,11,67,82,27,4
2020-03-11T17:00:00,8,Emilia-Romagna,745,104,849,739,206,38
2020-03-11T17:00:00,6,Friuli Venezia Giulia,16,5,21,89,10,10
2020-03-11T17:00:00,12,Lazio,67,18,85,40,34,19
2020-03-11T17:00:00,7,Liguria,74,34,108,73,53,5
2020-03-11T17:00:00,3,Lombardia,3852,560,4412,1351,1489,900
2020-03-11T17:00:00,11,Marche,212,66,278,183,85,0
2020-03-11T17:00:00,14,Molise,4,3,7,9,1,0
2020-03-11T17:00:00,21,P.A. Bolzano,8,4,12,63,37,0
2020-03-11T17:00:00,22,P.A. Trento,28,4,32,42,25,3
2020-03-11T17:00:00,1,Piemonte,319,75,394,86,48,0
2020-03-11T17:00:00,16,Puglia,38,4,42,29,18,1
2020-03-11T17:00:00,20,Sardegna,10,0,10,27,17,0
2020-03-11T17:00:00,19,Sicilia,23,1,24,57,21,2
2020-03-11T17:00:00,9,Toscana,87,54,141,173,56,5
2020-03-11T17:00:00,10,Umbria,7,5,12,32,9,2
2020-03-11T17:00:00,2,Valle d'Aosta,2,0,2,17,3,0
2020-03-11T17:00:00,5,Veneto,262,68,330,610,167,54
2020-03-12T17:00:00,13,Abruzzo,47,12,59,19,46,4
2020-03-12T17:00:00,17,Basilicata,1,1,2,6,0,0
2020-03-12T17:00:00,18,Calabria,14,2,16,16,14,1
2020-03-12T17:00:00,15,Campania,56,11,67,107,25,4
2020-03-12T17:00:00,8,Emilia-Romagna,814,112,926,832,208,43
2020-03-12T17:00:00,6,Friuli Venezia Giulia,23,10,33,115,41,11
2020-03-12T17:00:00,12,Lazio,85,20,105,67,50,19
2020-03-12T17:00:00,7,Liguria,100,36,136,107,80,20
2020-03-12T17:00:00,3,Lombardia,4247,605,4852,2044,1445,1085
2020-03-12T17:00:00,11,Marche,254,76,330,240,113,0
2020-03-12T17:00:00,14,Molise,4,3,7,9,0,0
2020-03-12T17:00:00,21,P.A. Bolzano,21,4,25,78,29,0
2020-03-12T17:00:00,22,P.A. Trento,43,5,48,54,30,4
2020-03-12T17:00:00,1,Piemonte,368,97,465,89,79,0
2020-03-12T17:00:00,16,Puglia,58,2,60,38,27,1
2020-03-12T17:00:00,20,Sardegna,12,0,12,27,2,0
2020-03-12T17:00:00,19,Sicilia,28,5,33,78,32,2
2020-03-12T17:00:00,9,Toscana,100,59,159,193,44,7
2020-03-12T17:00:00,10,Umbria,8,8,16,46,18,2
2020-03-12T17:00:00,2,Valle d'Aosta,7,0,7,19,7,0
2020-03-12T17:00:00,5,Veneto,360,85,445,852,361,55
2020-03-13T17:00:00,13,Abruzzo,42,14,56,27,5,4
2020-03-13T17:00:00,17,Basilicata,1,1,2,8,2,0
2020-03-13T17:00:00,18,Calabria,18,3,21,16,5,1
2020-03-13T17:00:00,15,Campania,60,19,79,134,41,5
2020-03-13T17:00:00,8,Emilia-Romagna,942,128,1070,941,316,51
2020-03-13T17:00:00,6,Friuli Venezia Giulia,59,8,67,169,90,11
2020-03-13T17:00:00,12,Lazio,122,24,146,96,77,24
2020-03-13T17:00:00,7,Liguria,128,44,172,132,71,24
2020-03-13T17:00:00,3,Lombardia,4435,650,5085,2647,1095,1198
2020-03-13T17:00:00,11,Marche,337,85,422,276,133,0
2020-03-13T17:00:00,14,Molise,5,3,8,9,1,0
2020-03-13T17:00:00,21,P.A. Bolzano,20,5,25,98,21,0
2020-03-13T17:00:00,22,P.A. Trento,58,6,64,93,56,4
2020-03-13T17:00:00,1,Piemonte,556,135,691,103,260,0
2020-03-13T17:00:00,16,Puglia,77,2,79,42,25,3
2020-03-13T17:00:00,20,Sardegna,12,0,12,31,4,0
2020-03-13T17:00:00,19,Sicilia,37,7,44,82,15,2
2020-03-13T17:00:00,9,Toscana,134,77,211,244,106,10
2020-03-13T17:00:00,10,Umbria,11,10,21,52,12,2
2020-03-13T17:00:00,2,Valle d'Aosta,6,0,6,21,1,0
2020-03-13T17:00:00,5,Veneto,366,107,473,980,211,100
2020-03-14T17:00:00,13,Abruzzo,51,14,65,41,23,4
2020-03-14T17:00:00,17,Basilicata,0,2,2,8,0,0
2020-03-14T17:00:00,18,Calabria,22,4,26,33,22,1
2020-03-14T17:00:00,15,Campania,72,17,89,154,52,23
2020-03-14T17:00:00,8,Emilia-Romagna,1076,152,1228,1121,381,54
2020-03-14T17:00:00,6,Friuli Venezia Giulia,67,11,78,193,44,17
2020-03-14T17:00:00,12,Lazio,181,25,206,114,80,24
2020-03-14T17:00:00,7,Liguria,213,62,275,109,118,52
2020-03-14T17:00:00,3,Lombardia,4898,732,5630,3429,1865,1660
2020-03-14T17:00:00,11,Marche,449,93,542,321,174,0
2020-03-14T17:00:00,14,Molise,5,3,8,9,0,0
2020-03-14T17:00:00,21,P.A. Bolzano,26,7,33,137,48,0
2020-03-14T17:00:00,22,P.A. Trento,68,12,80,119,43,5
2020-03-14T17:00:00,1,Piemonte,538,150,688,126,33,0
2020-03-14T17:00:00,16,Puglia,91,6,97,59,37,2
